variable activity subject average_value
tBodyAccJerk-std()-Y SITTING 23 -0.61898123051828
tBodyAccJerk-std()-Y SITTING 25 -0.722502919364303
tBodyAccJerk-std()-Y SITTING 26 -0.678386582086227
tBodyAccJerk-std()-Y SITTING 27 -0.674792293475665
tBodyAccJerk-std()-Y SITTING 28 -0.687209413543689
tBodyAccJerk-std()-Y STANDING 2 -0.491875889831788
tBodyAccJerk-std()-Y STANDING 4 -0.584063204701893
tBodyAccJerk-std()-Y STANDING 9 -0.678923872274306
tBodyAccJerk-std()-Y STANDING 10 -0.7341746674375
tBodyAccJerk-std()-Y STANDING 28 -0.609963881289773
tBodyAccJerk-std()-Y STANDING 29 -0.635499779848779
tBodyAccJerk-std()-Y STANDING 30 -0.6607705539047
tBodyAccJerk-std()-Y WALKING 1 -0.470412403511239
tBodyAccJerk-std()-Y WALKING 3 -0.55721186773783
tBodyAccJerk-std()-Y WALKING 5 -0.506544358609603
tBodyAccJerk-std()-Y WALKING 6 -0.454437496885815
tBodyAccJerk-std()-Y WALKING 7 -0.622997416262013
tBodyAccJerk-std()-Y WALKING 8 -0.622728559242424
tBodyAccJerk-std()-Y WALKING_DOWNSTAIRS 17 -0.641279470927434
tBodyAccJerk-std()-Y WALKING_DOWNSTAIRS 19 -0.571311190432222
tBodyAccJerk-std()-Y WALKING_DOWNSTAIRS 21 -0.66515912310562
tBodyAccJerk-std()-Y WALKING_DOWNSTAIRS 22 -0.59971491352709
tBodyAccJerk-std()-Y WALKING_UPSTAIRS 8 -0.369514157182418
tBodyAccJerk-std()-Y WALKING_UPSTAIRS 11 -0.608784226719937
tBodyAccJerk-std()-Y WALKING_UPSTAIRS 14 -0.586459622773684
tBodyAccJerk-std()-Y WALKING_UPSTAIRS 15 -0.594312678045091
tBodyAccJerk-std()-Y WALKING_UPSTAIRS 16 -0.735080198043716
tBodyAccJerk-std()-Y WALKING_UPSTAIRS 17 -0.989158120689655
tBodyAccJerk-std()-Z LAYING 10 -0.68333034690404
tBodyAccJerk-std()-Z LAYING 12 -0.79262193625
tBodyAccJerk-std()-Z LAYING 13 -0.728452966311927
tBodyAccJerk-std()-Z LAYING 18 -0.847257765851648
tBodyAccJerk-std()-Z LAYING 20 -0.747362572898305
tBodyAccJerk-std()-Z LAYING 24 -0.736374232574803
tBodyAccJerk-std()-Z SITTING 22 -0.444640860909091
tBodyAccJerk-std()-Z SITTING 23 -0.603048769571532
tBodyAccJerk-std()-Z SITTING 25 -0.860669382640587
tBodyAccJerk-std()-Z SITTING 26 -0.778349460841837
tBodyAccJerk-std()-Z SITTING 27 -0.783632076781915
tBodyAccJerk-std()-Z SITTING 28 -0.824228169757282
tBodyAccJerk-std()-Z STANDING 2 -0.741885388311258
tBodyAccJerk-std()-Z STANDING 4 -0.843353231167192
tBodyAccJerk-std()-Z STANDING 9 -0.721610094569444
tBodyAccJerk-std()-Z STANDING 10 -0.889739520625
tBodyAccJerk-std()-Z STANDING 28 -0.773531586988636
tBodyAccJerk-std()-Z STANDING 29 -0.793746797790698
tBodyAccJerk-std()-Z STANDING 30 -0.781644485013055
tBodyAccJerk-std()-Z WALKING 1 -0.717322274881844
tBodyAccJerk-std()-Z WALKING 3 -0.796066240234604
tBodyAccJerk-std()-Z WALKING 5 -0.78456199486755
tBodyAccJerk-std()-Z WALKING 6 -0.738955207627692
tBodyAccJerk-std()-Z WALKING 7 -0.664336860544416
tBodyAccJerk-std()-Z WALKING 8 -0.839104346969697
tBodyAccJerk-std()-Z WALKING_DOWNSTAIRS 17 -0.798055545516224
tBodyAccJerk-std()-Z WALKING_DOWNSTAIRS 19 -0.705342976190833
tBodyAccJerk-std()-Z WALKING_DOWNSTAIRS 21 -0.78182390148299
tBodyAccJerk-std()-Z WALKING_DOWNSTAIRS 22 -0.783706594247492
tBodyAccJerk-std()-Z WALKING_UPSTAIRS 8 -0.575477616297802
tBodyAccJerk-std()-Z WALKING_UPSTAIRS 11 -0.842511816044304
tBodyAccJerk-std()-Z WALKING_UPSTAIRS 14 -0.656855586102105
tBodyAccJerk-std()-Z WALKING_UPSTAIRS 15 -0.825820881576219
tBodyAccJerk-std()-Z WALKING_UPSTAIRS 16 -0.767873049380055
tBodyAccJerk-std()-Z WALKING_UPSTAIRS 17 -0.992004427241379
tBodyAccJerkMag-mean() LAYING 10 -0.462110641822066
tBodyAccJerkMag-mean() LAYING 12 -0.6300504918575
tBodyAccJerkMag-mean() LAYING 13 -0.625466938809174
tBodyAccJerkMag-mean() LAYING 18 -0.753904676895604
tBodyAccJerkMag-mean() LAYING 20 -0.619698756735028
tBodyAccJerkMag-mean() LAYING 24 -0.713667423769029
tBodyAccJerkMag-mean() SITTING 22 -0.0662072290227273
tBodyAccJerkMag-mean() SITTING 23 -0.58640067170914
tBodyAccJerkMag-mean() SITTING 25 -0.783445354474328
tBodyAccJerkMag-mean() SITTING 26 -0.694917859209184
tBodyAccJerkMag-mean() SITTING 27 -0.70180744799867
tBodyAccJerkMag-mean() SITTING 28 -0.723779362805825
tBodyAccJerkMag-mean() STANDING 2 -0.58777744543543
tBodyAccJerkMag-mean() STANDING 4 -0.656116311856877
tBodyAccJerkMag-mean() STANDING 9 -0.621608245092361
tBodyAccJerkMag-mean() STANDING 10 -0.8162927158125
tBodyAccJerkMag-mean() STANDING 28 -0.649224303329546
tBodyAccJerkMag-mean() STANDING 29 -0.664538060484884
tBodyAccJerkMag-mean() STANDING 30 -0.697050126998956
tBodyAccJerkMag-mean() WALKING 1 -0.545431612066571
tBodyAccJerkMag-mean() WALKING 3 -0.650182434328446
tBodyAccJerkMag-mean() WALKING 5 -0.589313870006622
tBodyAccJerkMag-mean() WALKING 6 -0.551413652396923
tBodyAccJerkMag-mean() WALKING 7 -0.622815767680292
tBodyAccJerkMag-mean() WALKING 8 -0.725727509270707
tBodyAccJerkMag-mean() WALKING_DOWNSTAIRS 17 -0.671076885553097
tBodyAccJerkMag-mean() WALKING_DOWNSTAIRS 19 -0.5762252472125
tBodyAccJerkMag-mean() WALKING_DOWNSTAIRS 21 -0.703461275879657
tBodyAccJerkMag-mean() WALKING_DOWNSTAIRS 22 -0.649767623265886
tBodyAccJerkMag-mean() WALKING_UPSTAIRS 8 -0.43009251566033
tBodyAccJerkMag-mean() WALKING_UPSTAIRS 11 -0.679819504547468
tBodyAccJerkMag-mean() WALKING_UPSTAIRS 14 -0.608973420309907
tBodyAccJerkMag-mean() WALKING_UPSTAIRS 15 -0.654799694757531
tBodyAccJerkMag-mean() WALKING_UPSTAIRS 16 -0.725246870486339
tBodyAccJerkMag-mean() WALKING_UPSTAIRS 17 -0.993245806206897
tBodyAccJerkMag-std() LAYING 10 -0.409095655168687
tBodyAccJerkMag-std() LAYING 12 -0.566365683597188
tBodyAccJerkMag-std() LAYING 13 -0.610248540269939
tBodyAccJerkMag-std() LAYING 18 -0.745212812708791
tBodyAccJerkMag-std() LAYING 20 -0.588644307467599
tBodyAccJerkMag-std() LAYING 24 -0.689391189346457
tBodyAccJerkMag-std() SITTING 22 -0.0363532663636364
tBodyAccJerkMag-std() SITTING 23 -0.55872531418629
tBodyAccJerkMag-std() SITTING 25 -0.780451867848411
tBodyAccJerkMag-std() SITTING 26 -0.677426336392347
tBodyAccJerkMag-std() SITTING 27 -0.696003354282979
tBodyAccJerkMag-std() SITTING 28 -0.714477557324272
tBodyAccJerkMag-std() STANDING 2 -0.512115278415232
tBodyAccJerkMag-std() STANDING 4 -0.647249966810726
tBodyAccJerkMag-std() STANDING 9 -0.608862145384722
tBodyAccJerkMag-std() STANDING 10 -0.777345431613542
tBodyAccJerkMag-std() STANDING 28 -0.656365538846023
tBodyAccJerkMag-std() STANDING 29 -0.620472049862791
tBodyAccJerkMag-std() STANDING 30 -0.658972148093473
tBodyAccJerkMag-std() WALKING 1 -0.515922167555159
tBodyAccJerkMag-std() WALKING 3 -0.607658214170381
tBodyAccJerkMag-std() WALKING 5 -0.589031268133113
tBodyAccJerkMag-std() WALKING 6 -0.502935062310769
tBodyAccJerkMag-std() WALKING 7 -0.550560230585714
tBodyAccJerkMag-std() WALKING 8 -0.72913616179798
tBodyAccJerkMag-std() WALKING_DOWNSTAIRS 17 -0.668331557015634
tBodyAccJerkMag-std() WALKING_DOWNSTAIRS 19 -0.601918552871944
tBodyAccJerkMag-std() WALKING_DOWNSTAIRS 21 -0.680069218953922
tBodyAccJerkMag-std() WALKING_DOWNSTAIRS 22 -0.630546676298027
tBodyAccJerkMag-std() WALKING_UPSTAIRS 8 -0.474901933907692
tBodyAccJerkMag-std() WALKING_UPSTAIRS 11 -0.664241760370253
tBodyAccJerkMag-std() WALKING_UPSTAIRS 14 -0.605144269857245
tBodyAccJerkMag-std() WALKING_UPSTAIRS 15 -0.625660376546646
tBodyAccJerkMag-std() WALKING_UPSTAIRS 16 -0.719647028238525
tBodyAccJerkMag-std() WALKING_UPSTAIRS 17 -0.993375015172414
tBodyAccMag-mean() LAYING 10 -0.357419738586162
tBodyAccMag-mean() LAYING 12 -0.559586545675313
tBodyAccMag-mean() LAYING 13 -0.539871637249541
tBodyAccMag-mean() LAYING 18 -0.658370952115385
tBodyAccMag-mean() LAYING 20 -0.517257429345412
tBodyAccMag-mean() LAYING 24 -0.620032665162467
tBodyAccMag-mean() SITTING 22 0.194598717272727
tBodyAccMag-mean() SITTING 23 -0.532754757205108
tBodyAccMag-mean() SITTING 25 -0.583377749713936
tBodyAccMag-mean() SITTING 26 -0.600932264175765
tBodyAccMag-mean() SITTING 27 -0.627947737417819
tBodyAccMag-mean() SITTING 28 -0.644599448147087
tBodyAccMag-mean() STANDING 2 -0.535281800541722
tBodyAccMag-mean() STANDING 4 -0.56158213510694
tBodyAccMag-mean() STANDING 9 -0.505183470509188
tBodyAccMag-mean() STANDING 10 -0.801728673104167
tBodyAccMag-mean() STANDING 28 -0.569569991120455
tBodyAccMag-mean() STANDING 29 -0.553585593347965
tBodyAccMag-mean() STANDING 30 -0.538131194183003
tBodyAccMag-mean() WALKING 1 -0.453632943768818
tBodyAccMag-mean() WALKING 3 -0.563140802770059
tBodyAccMag-mean() WALKING 5 -0.460866415568709
tBodyAccMag-mean() WALKING 6 -0.464770006998123
tBodyAccMag-mean() WALKING 7 -0.511312036747403
tBodyAccMag-mean() WALKING 8 -0.684607146515152
tBodyAccMag-mean() WALKING_DOWNSTAIRS 17 -0.532690252939646
tBodyAccMag-mean() WALKING_DOWNSTAIRS 19 -0.531507362111361
tBodyAccMag-mean() WALKING_DOWNSTAIRS 21 -0.620309259553676
tBodyAccMag-mean() WALKING_DOWNSTAIRS 22 -0.555508409465953
tBodyAccMag-mean() WALKING_UPSTAIRS 8 -0.350982093868132
tBodyAccMag-mean() WALKING_UPSTAIRS 11 -0.542825032813608
tBodyAccMag-mean() WALKING_UPSTAIRS 14 -0.453262620331889
tBodyAccMag-mean() WALKING_UPSTAIRS 15 -0.527285352000488
tBodyAccMag-mean() WALKING_UPSTAIRS 16 -0.616131116889044
tBodyAccMag-mean() WALKING_UPSTAIRS 17 -0.985418968275862
tBodyAccMag-std() LAYING 10 -0.424185928311495
tBodyAccMag-std() LAYING 12 -0.5743864944925
tBodyAccMag-std() LAYING 13 -0.597230982062691
tBodyAccMag-std() LAYING 18 -0.689671890376374
tBodyAccMag-std() LAYING 20 -0.572325820319209
tBodyAccMag-std() LAYING 24 -0.650862147810236
tBodyAccMag-std() SITTING 22 -0.126888896863636
tBodyAccMag-std() SITTING 23 -0.56557562579215
tBodyAccMag-std() SITTING 25 -0.659015505611247
tBodyAccMag-std() SITTING 26 -0.620355788665816
tBodyAccMag-std() SITTING 27 -0.677874152031915
tBodyAccMag-std() SITTING 28 -0.659757363641262
tBodyAccMag-std() STANDING 2 -0.552812545643709
tBodyAccMag-std() STANDING 4 -0.606556049548896
tBodyAccMag-std() STANDING 9 -0.553038255314792
tBodyAccMag-std() STANDING 10 -0.795247255416667
tBodyAccMag-std() STANDING 28 -0.607805066017045
tBodyAccMag-std() STANDING 29 -0.579067216088081
tBodyAccMag-std() STANDING 30 -0.588158111633681
tBodyAccMag-std() WALKING 1 -0.497096402038329
tBodyAccMag-std() WALKING 3 -0.591224780306452
tBodyAccMag-std() WALKING 5 -0.52162345171192
tBodyAccMag-std() WALKING 6 -0.483790606354154
tBodyAccMag-std() WALKING 7 -0.510669879158539
tBodyAccMag-std() WALKING 8 -0.71328703040404
tBodyAccMag-std() WALKING_DOWNSTAIRS 17 -0.606069140132448
tBodyAccMag-std() WALKING_DOWNSTAIRS 19 -0.599552767486306
tBodyAccMag-std() WALKING_DOWNSTAIRS 21 -0.6601960145
tBodyAccMag-std() WALKING_DOWNSTAIRS 22 -0.630466994221472
tBodyAccMag-std() WALKING_UPSTAIRS 8 -0.467415039361538
tBodyAccMag-std() WALKING_UPSTAIRS 11 -0.612882270912658
tBodyAccMag-std() WALKING_UPSTAIRS 14 -0.474058613408978
tBodyAccMag-std() WALKING_UPSTAIRS 15 -0.557147874176037
tBodyAccMag-std() WALKING_UPSTAIRS 16 -0.661719690491803
tBodyAccMag-std() WALKING_UPSTAIRS 17 -0.986826527241379
tBodyGyro-mean()-X LAYING 10 -0.0150986647713131
tBodyGyro-mean()-X LAYING 12 -0.0628663472537188
tBodyGyro-mean()-X LAYING 13 -0.0562470618980061
tBodyGyro-mean()-X LAYING 18 -0.0373993798891484
tBodyGyro-mean()-X LAYING 20 -0.0242488811785028
tBodyGyro-mean()-X LAYING 24 -0.0212578096847769
tBodyGyro-mean()-X SITTING 22 0.119614300727273
tBodyGyro-mean()-X SITTING 23 -0.0220890418013172
tBodyGyro-mean()-X SITTING 25 -0.00298151164792176
tBodyGyro-mean()-X SITTING 26 -0.020659932105102
tBodyGyro-mean()-X SITTING 27 -0.0608887602789628
tBodyGyro-mean()-X SITTING 28 -0.0567790137621359
tBodyGyro-mean()-X STANDING 2 -0.0517030657821192
tBodyGyro-mean()-X STANDING 4 -0.0289417906907571
tBodyGyro-mean()-X STANDING 9 -0.0701318154561458
tBodyGyro-mean()-X STANDING 10 -0.0255225107895833
tBodyGyro-mean()-X STANDING 28 -0.0735291511680114
tBodyGyro-mean()-X STANDING 29 -0.0101831910869331
tBodyGyro-mean()-X STANDING 30 -0.0354229280326632
tBodyGyro-mean()-X WALKING 1 -0.0208764064320173
tBodyGyro-mean()-X WALKING 3 -0.0248490682828446
tBodyGyro-mean()-X WALKING 5 -0.0294516873643046
tBodyGyro-mean()-X WALKING 6 -0.0433611785374462
tBodyGyro-mean()-X WALKING 7 -0.0518716929407792
tBodyGyro-mean()-X WALKING 8 -0.0246599261523232
tBodyGyro-mean()-X WALKING_DOWNSTAIRS 17 -0.0137199915971209
tBodyGyro-mean()-X WALKING_DOWNSTAIRS 19 -0.0385723953346511
tBodyGyro-mean()-X WALKING_DOWNSTAIRS 21 -0.0276346639303578
tBodyGyro-mean()-X WALKING_DOWNSTAIRS 22 -0.0173964514566555
tBodyGyro-mean()-X WALKING_UPSTAIRS 8 0.0189575502203297
tBodyGyro-mean()-X WALKING_UPSTAIRS 11 -0.0547328440272468
tBodyGyro-mean()-X WALKING_UPSTAIRS 14 0.000253671358297214
tBodyGyro-mean()-X WALKING_UPSTAIRS 15 -0.0281278780610671
tBodyGyro-mean()-X WALKING_UPSTAIRS 16 -0.0122341446725137
tBodyGyro-mean()-X WALKING_UPSTAIRS 17 -0.0257577297931034
tBodyGyro-mean()-Y LAYING 10 -0.0917433860077424
tBodyGyro-mean()-Y LAYING 12 -0.0592027333975
tBodyGyro-mean()-Y LAYING 13 -0.0616613787494801
tBodyGyro-mean()-Y LAYING 18 -0.0678200104982143
tBodyGyro-mean()-Y LAYING 20 -0.0789448418069209
tBodyGyro-mean()-Y LAYING 24 -0.0782440202677165
tBodyGyro-mean()-Y SITTING 22 -0.172162155445455
tBodyGyro-mean()-Y SITTING 23 -0.0825972963754032
tBodyGyro-mean()-Y SITTING 25 -0.083900354157824
tBodyGyro-mean()-Y SITTING 26 -0.0827415060904082
tBodyGyro-mean()-Y SITTING 27 -0.0552177945716489
tBodyGyro-mean()-Y SITTING 28 -0.0488593126606262
tBodyGyro-mean()-Y STANDING 2 -0.0568420186817881
tBodyGyro-mean()-Y STANDING 4 -0.0787229907785489
tBodyGyro-mean()-Y STANDING 9 -0.0729884312991667
tBodyGyro-mean()-Y STANDING 10 -0.0699903917025
tBodyGyro-mean()-Y STANDING 28 -0.0451436890589205
tBodyGyro-mean()-Y STANDING 29 -0.0882883296441861
tBodyGyro-mean()-Y STANDING 30 -0.0717482452402089
tBodyGyro-mean()-Y WALKING 1 -0.0880722729400576
tBodyGyro-mean()-Y WALKING 3 -0.0743565308442815
tBodyGyro-mean()-Y WALKING 5 -0.0774316445596026
tBodyGyro-mean()-Y WALKING 6 -0.0706129097498462
tBodyGyro-mean()-Y WALKING 7 -0.0646077113078896
tBodyGyro-mean()-Y WALKING 8 -0.0744394650058586
tBodyGyro-mean()-Y WALKING_DOWNSTAIRS 17 -0.0841275327556873
tBodyGyro-mean()-Y WALKING_DOWNSTAIRS 19 -0.0681420603177778
tBodyGyro-mean()-Y WALKING_DOWNSTAIRS 21 -0.0784719736838971
tBodyGyro-mean()-Y WALKING_DOWNSTAIRS 22 -0.0892861352287625
tBodyGyro-mean()-Y WALKING_UPSTAIRS 8 -0.100127874875824
tBodyGyro-mean()-Y WALKING_UPSTAIRS 11 -0.0582275770813291
tBodyGyro-mean()-Y WALKING_UPSTAIRS 14 -0.0954921154823529
tBodyGyro-mean()-Y WALKING_UPSTAIRS 15 -0.075878845519878
tBodyGyro-mean()-Y WALKING_UPSTAIRS 16 -0.0724444803980874
tBodyGyro-mean()-Y WALKING_UPSTAIRS 17 -0.0661512840241379
tBodyGyro-mean()-Z LAYING 10 0.0852285528396465
tBodyGyro-mean()-Z LAYING 12 0.0960742146838125
tBodyGyro-mean()-Z LAYING 13 0.098866059686422
tBodyGyro-mean()-Z LAYING 18 0.0908402866868132
tBodyGyro-mean()-Z LAYING 20 0.0856280628860452
tBodyGyro-mean()-Z LAYING 24 0.0841740375981627
tBodyGyro-mean()-Z SITTING 22 -0.0046475084
tBodyGyro-mean()-Z SITTING 23 0.074694942324328
tBodyGyro-mean()-Z SITTING 25 0.0993606079900489
tBodyGyro-mean()-Z SITTING 26 0.0917853294044643
tBodyGyro-mean()-Z SITTING 27 0.108947089653191
tBodyGyro-mean()-Z SITTING 28 0.0966943342504854
tBodyGyro-mean()-Z STANDING 2 0.0872599422291391
tBodyGyro-mean()-Z STANDING 4 0.0957174866009464
tBodyGyro-mean()-Z STANDING 9 0.109092913237986
tBodyGyro-mean()-Z STANDING 10 0.10298476965625
tBodyGyro-mean()-Z STANDING 28 0.105692923933523
tBodyGyro-mean()-Z STANDING 29 0.0881626266546221
tBodyGyro-mean()-Z STANDING 30 0.0834544586693995
tBodyGyro-mean()-Z WALKING 1 0.0862641666597983
tBodyGyro-mean()-Z WALKING 3 0.0866875497119062
tBodyGyro-mean()-Z WALKING 5 0.0866267116745033
tBodyGyro-mean()-Z WALKING 6 0.0973130293888923
tBodyGyro-mean()-Z WALKING 7 0.0977671721406169
tBodyGyro-mean()-Z WALKING 8 0.0811768351261616
tBodyGyro-mean()-Z WALKING_DOWNSTAIRS 17 0.0761605469356047
tBodyGyro-mean()-Z WALKING_DOWNSTAIRS 19 0.0883609591559167
tBodyGyro-mean()-Z WALKING_DOWNSTAIRS 21 0.0861212668362745
tBodyGyro-mean()-Z WALKING_DOWNSTAIRS 22 0.0875601891371237
tBodyGyro-mean()-Z WALKING_UPSTAIRS 8 0.0547905121285714
tBodyGyro-mean()-Z WALKING_UPSTAIRS 11 0.087284109682356
tBodyGyro-mean()-Z WALKING_UPSTAIRS 14 0.0606712446996904
tBodyGyro-mean()-Z WALKING_UPSTAIRS 15 0.0906658516
tBodyGyro-mean()-Z WALKING_UPSTAIRS 16 0.0730144651530055
tBodyGyro-mean()-Z WALKING_UPSTAIRS 17 0.087130975137931
tBodyGyro-std()-X LAYING 10 -0.58889324085202
tBodyGyro-std()-X LAYING 12 -0.727881704983125
tBodyGyro-std()-X LAYING 13 -0.715109859672783
tBodyGyro-std()-X LAYING 18 -0.804533729046703
tBodyGyro-std()-X LAYING 20 -0.684586332415254
tBodyGyro-std()-X LAYING 24 -0.776199049939633
tBodyGyro-std()-X SITTING 22 -0.377598602272727
tBodyGyro-std()-X SITTING 23 -0.755738625241935
tBodyGyro-std()-X SITTING 25 -0.683131970775061
tBodyGyro-std()-X SITTING 26 -0.766673970339286
tBodyGyro-std()-X SITTING 27 -0.795853557018617
tBodyGyro-std()-X SITTING 28 -0.764813965509709
tBodyGyro-std()-X STANDING 2 -0.710648927815894
tBodyGyro-std()-X STANDING 4 -0.701397703369085
tBodyGyro-std()-X STANDING 9 -0.676452392569444
tBodyGyro-std()-X STANDING 10 -0.849243536458333
tBodyGyro-std()-X STANDING 28 -0.711556711367045
tBodyGyro-std()-X STANDING 29 -0.73469927369157
tBodyGyro-std()-X STANDING 30 -0.671005846122715
tBodyGyro-std()-X WALKING 1 -0.686555715201729
tBodyGyro-std()-X WALKING 3 -0.699262195705865
tBodyGyro-std()-X WALKING 5 -0.709955676983444
tBodyGyro-std()-X WALKING 6 -0.653800660041538
tBodyGyro-std()-X WALKING 7 -0.687155474097403
tBodyGyro-std()-X WALKING 8 -0.722590642727273
tBodyGyro-std()-X WALKING_DOWNSTAIRS 17 -0.739509361150443
tBodyGyro-std()-X WALKING_DOWNSTAIRS 19 -0.637789914575556
tBodyGyro-std()-X WALKING_DOWNSTAIRS 21 -0.79617228689951
tBodyGyro-std()-X WALKING_DOWNSTAIRS 22 -0.719340785619732
tBodyGyro-std()-X WALKING_UPSTAIRS 8 -0.620116117863736
tBodyGyro-std()-X WALKING_UPSTAIRS 11 -0.739922126628797
tBodyGyro-std()-X WALKING_UPSTAIRS 14 -0.728661379340557
tBodyGyro-std()-X WALKING_UPSTAIRS 15 -0.696859473045732
tBodyGyro-std()-X WALKING_UPSTAIRS 16 -0.799534450491803
tBodyGyro-std()-X WALKING_UPSTAIRS 17 -0.986979955517241
tBodyGyro-std()-Y LAYING 10 -0.465358408925253
tBodyGyro-std()-Y LAYING 12 -0.73506282621875
tBodyGyro-std()-Y LAYING 13 -0.645728612088685
tBodyGyro-std()-Y LAYING 18 -0.777361713653846
tBodyGyro-std()-Y LAYING 20 -0.573677383024548
tBodyGyro-std()-Y LAYING 24 -0.763365457296588
tBodyGyro-std()-Y SITTING 22 -0.451114613181818
tBodyGyro-std()-Y SITTING 23 -0.500338191139785
tBodyGyro-std()-Y SITTING 25 -0.752261013276284
tBodyGyro-std()-Y SITTING 26 -0.800675471045918
tBodyGyro-std()-Y SITTING 27 -0.802048718989362
tBodyGyro-std()-Y SITTING 28 -0.765086678543689
tBodyGyro-std()-Y STANDING 2 -0.722943674337748
tBodyGyro-std()-Y STANDING 4 -0.79823574873817
tBodyGyro-std()-Y STANDING 9 -0.670498220701389
tBodyGyro-std()-Y STANDING 10 -0.851156069375
tBodyGyro-std()-Y STANDING 28 -0.713427389630682
tBodyGyro-std()-Y STANDING 29 -0.634569173421512
tBodyGyro-std()-Y STANDING 30 -0.538990663942298
tBodyGyro-std()-Y WALKING 1 -0.450979810499568
tBodyGyro-std()-Y WALKING 3 -0.76302218170088
tBodyGyro-std()-Y WALKING 5 -0.705638306688742
tBodyGyro-std()-Y WALKING 6 -0.626252072652308
tBodyGyro-std()-Y WALKING 7 -0.652408657909091
tBodyGyro-std()-Y WALKING 8 -0.737675052783838
tBodyGyro-std()-Y WALKING_DOWNSTAIRS 17 -0.746029348082596
tBodyGyro-std()-Y WALKING_DOWNSTAIRS 19 -0.643866300560306
tBodyGyro-std()-Y WALKING_DOWNSTAIRS 21 -0.765057760637255
tBodyGyro-std()-Y WALKING_DOWNSTAIRS 22 -0.808549367023411
tBodyGyro-std()-Y WALKING_UPSTAIRS 8 -0.480245370202198
tBodyGyro-std()-Y WALKING_UPSTAIRS 11 -0.703501766487342
tBodyGyro-std()-Y WALKING_UPSTAIRS 14 -0.398959362766099
tBodyGyro-std()-Y WALKING_UPSTAIRS 15 -0.708779069191463
tBodyGyro-std()-Y WALKING_UPSTAIRS 16 -0.810124133715847
tBodyGyro-std()-Y WALKING_UPSTAIRS 17 -0.985073170689655
tBodyGyro-std()-Z LAYING 10 -0.496858788129293
tBodyGyro-std()-Z LAYING 12 -0.671057678528125
tBodyGyro-std()-Z LAYING 13 -0.643337285033639
tBodyGyro-std()-Z LAYING 18 -0.745612483131868
tBodyGyro-std()-Z LAYING 20 -0.52727797039661
tBodyGyro-std()-Z LAYING 24 -0.708251676335958
tBodyGyro-std()-Z SITTING 22 -0.1330599105
tBodyGyro-std()-Z SITTING 23 -0.609683451821774
tBodyGyro-std()-Z SITTING 25 -0.74741022
tBodyGyro-std()-Z SITTING 26 -0.703347205619898
tBodyGyro-std()-Z SITTING 27 -0.674128512103723
tBodyGyro-std()-Z SITTING 28 -0.710462349475728
tBodyGyro-std()-Z STANDING 2 -0.634888927843046
tBodyGyro-std()-Z STANDING 4 -0.726374197066246
tBodyGyro-std()-Z STANDING 9 -0.587557692291458
tBodyGyro-std()-Z STANDING 10 -0.807039630885417
tBodyGyro-std()-Z STANDING 28 -0.622184131999432
tBodyGyro-std()-Z STANDING 29 -0.713864583982558
tBodyGyro-std()-Z STANDING 30 -0.589783442185379
tBodyGyro-std()-Z WALKING 1 -0.597496136795101
tBodyGyro-std()-Z WALKING 3 -0.709483440322581
tBodyGyro-std()-Z WALKING 5 -0.606589817380795
tBodyGyro-std()-Z WALKING 6 -0.599910232855692
tBodyGyro-std()-Z WALKING 7 -0.663340760331169
tBodyGyro-std()-Z WALKING 8 -0.758998747676768
tBodyGyro-std()-Z WALKING_DOWNSTAIRS 17 -0.697883518596755
tBodyGyro-std()-Z WALKING_DOWNSTAIRS 19 -0.645682212189167
tBodyGyro-std()-Z WALKING_DOWNSTAIRS 21 -0.701642028499559
tBodyGyro-std()-Z WALKING_DOWNSTAIRS 22 -0.692821756428094
tBodyGyro-std()-Z WALKING_UPSTAIRS 8 -0.376704871767033
tBodyGyro-std()-Z WALKING_UPSTAIRS 11 -0.725016008797468
tBodyGyro-std()-Z WALKING_UPSTAIRS 14 -0.364478192502167
tBodyGyro-std()-Z WALKING_UPSTAIRS 15 -0.721826987530488
tBodyGyro-std()-Z WALKING_UPSTAIRS 16 -0.737629967961749
tBodyGyro-std()-Z WALKING_UPSTAIRS 17 -0.987937566551724
tBodyGyroJerk-mean()-X LAYING 10 -0.111993956719192
tBodyGyroJerk-mean()-X LAYING 12 -0.0731134377315625
tBodyGyroJerk-mean()-X LAYING 13 -0.0881182379434251
tBodyGyroJerk-mean()-X LAYING 18 -0.0944029581558242
tBodyGyroJerk-mean()-X LAYING 20 -0.094982179135
tBodyGyroJerk-mean()-X LAYING 24 -0.0998294248142257
tBodyGyroJerk-mean()-X SITTING 22 -0.119050870677727
tBodyGyroJerk-mean()-X SITTING 23 -0.0966990737225806
tBodyGyroJerk-mean()-X SITTING 25 -0.108263884562298
tBodyGyroJerk-mean()-X SITTING 26 -0.0988125627461224
tBodyGyroJerk-mean()-X SITTING 27 -0.0893066039356303
tBodyGyroJerk-mean()-X SITTING 28 -0.0898649942082524
tBodyGyroJerk-mean()-X STANDING 2 -0.0875587491668874
tBodyGyroJerk-mean()-X STANDING 4 -0.107859315713249
tBodyGyroJerk-mean()-X STANDING 9 -0.0892254930640278
tBodyGyroJerk-mean()-X STANDING 10 -0.10022438078125
tBodyGyroJerk-mean()-X STANDING 28 -0.0860805048176136
tBodyGyroJerk-mean()-X STANDING 29 -0.100707751809855
tBodyGyroJerk-mean()-X STANDING 30 -0.0926769005274151
